Termino	Estimate	Std.Error	t.value	p.value
Intercepto	0.09351305682906524	0.006853286554198053	13.644994425599034	1.620779165068983e-36
Inmunosuprimido (Sí vs No)	0.08025772032291964	0.03729210131477358	2.1521372487295283	0.03184015519589819
