Termino	Estimate	Std.Error	t.value	p.value
Intercepto	0.10540720654860213	0.020204284132871737	5.2170720751797335	2.5847342192272183e-7
GNAF.durante.elingreso (Sí vs No)	-0.009415839133195563	0.02156877643706924	-0.4365495261480389	0.6626105123576966
