"taxon","diff_InmunosuprimidoNo","diff_InmunosuprimidoSí","p_InmunosuprimidoNo","p_InmunosuprimidoSí","q_InmunosuprimidoNo","q_InmunosuprimidoSí","lfc_InmunosuprimidoNo","lfc_InmunosuprimidoSí"
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae",TRUE,FALSE,3.63174219204899e-05,1,0.00036058011763915,1,-1.16376789287876,0
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Intestinibacter",TRUE,TRUE,0.00459595693556683,0.00877529683855303,0.0163804618985587,0.0393472987277055,-0.719924646790803,-1.61711431558597
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Peptostreptococcus",TRUE,TRUE,2.63056138374111e-09,0.000211963745969178,1.21882677446671e-07,0.00210449719212255,-1.82990616611345,-2.47096262471518
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia",TRUE,FALSE,0.0139082121149192,0.671932057649198,0.0394539078361994,0.880176924421956,-0.647703399353449,-0.243894307479033
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Terrisporobacter",TRUE,FALSE,0.00219680440627005,1,0.00932160378823714,1,-0.808037838035716,0
"Bacteria|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium",FALSE,FALSE,0.0364254733580849,0.0996546409791761,0.0846249570091248,0.247357055287598,-0.527106409111912,-1.12523080780666
"Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales",TRUE,FALSE,0.00167383156124434,1,0.00794559815337371,1,-0.793232598096965,0
"Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria|Mitochondria",FALSE,FALSE,0.14819359072773,0.0929910911932285,0.241125827359141,0.24388229577092,-0.342948583044019,-0.973882630612185
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter",FALSE,FALSE,0.518750928797932,1,0.638109549583297,1,0.139435101993143,0
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella",TRUE,TRUE,0.00206084649290215,0.00157507332410153,0.00924056975849673,0.0109467596025057,0.899300660041359,-2.11266460158286
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella",FALSE,FALSE,0.134961300054104,1,0.231600255648401,1,0.43202661741632,0
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales",FALSE,FALSE,0.850055784239476,0.296602669973081,0.888404165483362,0.521870520585547,0.0474654694430041,0.666820634028198
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae",FALSE,FALSE,0.828952700212913,0.385869610839319,0.872912313102991,0.626003701753415,-0.0682152104921027,-0.622725449576959
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia-Shigella",FALSE,FALSE,0.116305126317486,0.431609209515444,0.209953409845852,0.674086293512885,-0.416804294810557,0.490789760104983
"Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas",FALSE,FALSE,0.0291749256530965,0.33478845398493,0.071145871329481,0.5745135198013,0.559182579758869,-0.579771856226382
"Bacteria|Verrucomicrobiota|Lentisphaeria|Victivallales|Victivallaceae|Victivallis",TRUE,FALSE,0.00641820319415373,1,0.0217592742435943,1,-0.674373880688501,0
"Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia",FALSE,FALSE,0.36154332751164,0.139087386267213,0.478614500229695,0.322219111519044,-0.257861455652102,-0.850362312938494
"Eukaryota",FALSE,FALSE,0.774315660193017,0.670543954463814,0.840858412240854,0.880176924421956,-0.063363707389234,-0.254319064084605
