Termino	Estimate	Std.Error	t.value	p.value
Intercepto	0.0916032179636115	0.007756939105830081	11.80919647735315	3.68034188157088e-28
VMNI.durante.el.ingreso (Sí vs No)	-0.0048376603905322295	0.0164920453884891	-0.2933329539529861	0.7694053408816465
