"taxon","diff_VMNI.durante.el.ingresoNo","diff_VMNI.durante.el.ingresoSí","p_VMNI.durante.el.ingresoNo","p_VMNI.durante.el.ingresoSí","q_VMNI.durante.el.ingresoNo","q_VMNI.durante.el.ingresoSí","lfc_VMNI.durante.el.ingresoNo","lfc_VMNI.durante.el.ingresoSí"
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Intestinibacter",TRUE,FALSE,0.00635458042963759,0.958262548251521,0.0210306352314197,1,-0.612067813308419,0.0267488169699815
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Peptostreptococcus",TRUE,TRUE,2.6417358589469e-09,7.22498161076305e-06,9.18003210984049e-08,0.000200854488779213,-1.6267346619192,-2.33037169308484
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia",FALSE,FALSE,0.123003566004312,0.895488261358181,0.23421226951506,0.967383635747211,-0.369191971906239,-0.0620535044493096
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Terrisporobacter",FALSE,FALSE,0.421109352493938,0.0279590973148567,0.57954653462037,0.0733266891842468,-0.16891979848597,-1.23755539791748
"Bacteria|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium",FALSE,TRUE,0.474914132107718,0.00733842907959168,0.64090353750459,0.0244196141879608,0.16152802596481,-1.48475755082129
"Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales",FALSE,TRUE,0.136957057860631,7.21948253985248e-05,0.257257176251726,0.00091228006639954,-0.311477472755072,-2.11216856544052
"Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria|Mitochondria",FALSE,FALSE,0.604101117767115,0.553911047526573,0.74309783512946,0.684415251254084,0.110313076039483,-0.266930166079739
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter",TRUE,FALSE,0.00203539754960393,1,0.00744454242092801,1,0.643124213195022,0
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella",TRUE,TRUE,0.000204020747150566,0.000152620379072678,0.00109072630207418,0.00176785272425852,1.06772648251463,-1.96538196096349
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella",FALSE,FALSE,0.0307195815385551,0.386152709520863,0.074912663751915,0.583426376341304,-0.542577057544004,0.461228910900369
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales",FALSE,TRUE,0.621026373040127,0.00980206469630071,0.750631876978936,0.0296192824518652,0.111692631578796,1.38577647145653
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae",FALSE,FALSE,0.237537616525478,0.766077797123579,0.379514122954499,0.865730193497378,0.335811475087015,0.179892588491693
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia-Shigella",FALSE,FALSE,0.867858166086127,0.60579834239294,0.88700209622038,0.722033441803385,-0.0396537661084959,-0.285561527596168
"Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas",TRUE,FALSE,9.45647789361597e-06,0.037413996346084,8.76300284808413e-05,0.0945553725837394,1.25097163083395,-0.989792750019654
"Bacteria|Verrucomicrobiota|Lentisphaeria|Victivallales|Victivallaceae|Victivallis",FALSE,FALSE,0.0634084295749476,1,0.139901138268535,1,-0.397493683794439,0
"Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia",FALSE,TRUE,0.0998337523627816,0.0120324402405849,0.201114370701835,0.0333285323163675,0.44524146658462,1.18106416927318
"Eukaryota",FALSE,TRUE,0.0576128748559126,0.000223034691016672,0.131281796802817,0.00207680228829552,0.384298135324635,-1.71288877910577
