#OTU ID	1_S1	10_S10	100_S8	101_S9	102_S10	103_S11	104_S12	105_S13	106_S14	107_S15	108_S16	109_S17	11_S11	110_S18	111_S19	112_S20	113_S21	114_S22	115_S23	116_S24	117_S25	118_S26	119_S27	12_S12	120_S28	121_S29	122_S30	123_S31	124_S32	125_S33	126_S34	127_S35	128_S36	129_S37	13_S13	130_S38	130_S5	131_S6	132_S39	132_S7	133_S40	133_S8	134_S41	134_S9	135_S42	136_S10	136_S43	137_S11	137_S44	138_S12	139_S13	139_S45	140_S14	143_S46	144_S47	145_S48	146_S49	147_S50	148_S51	149_S86	15_S14	150_S87	151_S88	152_S89	153_S90	154_S91	155_S92	157_S93	158_S94	159_S95	16_S15	160_S74	161_S75	162_S76	163_S77	164_S78	165_S79	166_S80	167_S81	168_S82	169_S83	17_S16	170_S84	171_S85	172_S86	173_S87	174_S88	175_S89	176_S90	177_S91	178_S92	179_S93	18_S17	2_S2	20_S18	21_S19	22_S20	23_S21	24_S22	249_S75	25_S23	250_S76	251_S77	252_S78	254_S79	256_S80	258_S81	259_S82	26_S24	260_S83	261_S84	262_S85	263_S86	264_S87	265_S88	266_S89	267_S90	268_S91	269_S92	27_S25	270_S93	271_S94	272_S95	273_S96	274_S97	275_S98	276_S99	277_S100	28_S26	29_S27	3_S3	30_S28	31_S29	32_S30	33_S31	34_S32	35_S33	36_S34	37_S35	38_S36	39_S37	4_S4	40_S38	41_S39	42_S40	43_S41	44_S42	45_S43	46_S44	47_S45	48_S46	49_S47	5_S93	50_S48	51_S49	52_S50	53_S51	54_S52	55_S53	56_S54	57_S55	58_S56	6_S94	61_S57	63_S58	64_S59	65_S60	66_S61	67_S62	68_S63	69_S64	7_S95	70_S65	71_S66	72_S67	73_S68	74_S69	75_S70	76_S71	78_S72	79_S73	8_S96	80_S74	81_S75	82_S76	83_S77	84_S1	85_S2	86_S3	88_S4	9_S9	96_S5	97_S6	98_S7	V1-V2-180_S48	V1-V2-181_S49	V1-V2-183_S50	V1-V2-184_S51	V1-V2-185_S52	V1-V2-186_S53	V1-V2-187_S54	V1-V2-188_S55	V1-V2-S-86-2024-1_S15	V1-V2-S-86-2024-10_S24	V1-V2-S-86-2024-11_S25	V1-V2-S-86-2024-12_S26	V1-V2-S-86-2024-13_S27	V1-V2-S-86-2024-14_S28	V1-V2-S-86-2024-15_S29	V1-V2-S-86-2024-16_S30	V1-V2-S-86-2024-17_S31	V1-V2-S-86-2024-18_S32	V1-V2-S-86-2024-19_S33	V1-V2-S-86-2024-2_S16	V1-V2-S-86-2024-20_S34	V1-V2-S-86-2024-21_S35	V1-V2-S-86-2024-22_S36	V1-V2-S-86-2024-23_S37	V1-V2-S-86-2024-24_S38	V1-V2-S-86-2024-28_S39	V1-V2-S-86-2024-29_S40	V1-V2-S-86-2024-3_S17	V1-V2-S-86-2024-30_S41	V1-V2-S-86-2024-31_S42	V1-V2-S-86-2024-32_S43	V1-V2-S-86-2024-33_S44	V1-V2-S-86-2024-34_S45	V1-V2-S-86-2024-35_S46	V1-V2-S-86-2024-36_S47	V1-V2-S-86-2024-37_S48	V1-V2-S-86-2024-38_S49	V1-V2-S-86-2024-39_S50	V1-V2-S-86-2024-4_S18	V1-V2-S-86-2024-40_S51	V1-V2-S-86-2024-41_S52	V1-V2-S-86-2024-42_S53	V1-V2-S-86-2024-43_S54	V1-V2-S-86-2024-44_S55	V1-V2-S-86-2024-45_S56	V1-V2-S-86-2024-46_S57	V1-V2-S-86-2024-47_S58	V1-V2-S-86-2024-48_S59	V1-V2-S-86-2024-49_S60	V1-V2-S-86-2024-5_S19	V1-V2-S-86-2024-6_S20	V1-V2-S-86-2024-7_S21	V1-V2-S-86-2024-8_S22	V1-V2-S-86-2024-9_S23
Coprobacter	0	242	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	657	0	16	0	0	0	0	0	0	21	0	2	7	0	0	0	0	0	0	0	0	0	0	7	0	0	13	0	67	5	0	0	0	0	32	0	0	0	0	0	32	4	0	5	0	0	0	0	0	0	0	0	0	0	0	99	0	0	590	75	0	0	119	82	129	16	279	38	0	0	0	0	0	0	12	0	2	0	0	0	0	0	50	0	0	0	0	12	0	0	0	0	0	0	0	0	0	107	0	0	0	381	0	0	0	0	0	0	1545	2144	724	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	6	0	0	15	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	405	0	0	16	20	0	0	0	0	0	0	0	0	164	0	0	0	4	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	31	0	182	30	0	32	14	3199	4410	34	0	0	0	0	0	57	0	0	864	108
Coprococcus	0	0	0	0	0	0	89	2	27	4	0	11	17	0	0	0	0	0	0	0	789	0	0	232	0	0	119	0	174	0	0	0	0	0	0	743	0	0	567	0	22	0	0	0	12	0	0	0	0	0	0	0	25	0	0	0	64	0	17	0	365	44	527	57	490	0	697	27	569	19	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	4	65	228	0	0	0	0	48	0	0	0	0	0	0	352	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	189	0	0	0	170	21	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	235	0	0	0	50	0	0	31	0	0	1799	0	36	57	89	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	87	3	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	1157	146	0	0	0
Coriobacteriaceae_UCG-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coriobacteriaceae_UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium	27	0	0	0	10	33	0	0	0	0	0	0	0	0	0	0	0	7	0	0	33	0	0	0	0	0	0	0	0	0	31	35	3	2	0	0	0	72	7	2546	22	4139	0	4001	0	0	0	0	0	12	1720	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	24	12	252	920	130	0	0	0	0	0	0	0	0	0	0	21	0	23	0	26	0	0	2	0	0	296	0	0	213	67	3386	1123	0	18	33	5630	0	0	26	0	26	0	12	0	0	21	41	0	0	4	0	0	23	0	0	437	3	0	0	10	0	0	733	0	0	13	0	0	0	0	0	0	4	76	8	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	22	0	0	32	27	0	24	54	5	0	0	34	0	0	0	0	0	33	0	3	0	0	0	224	0	0	2	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	151	21	3	0	0	0	0	0	0	0	27	17	20	0	0	0	0	0	0	0	0	0	0	0	2	34	0	0	10	0	0	0	0	0	0	0	3	0	42637	0	0
Cryptobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cuneatibacter	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	698	6	34	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	70	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	63	0	2	0	0	28	0	3	144	200	0	0	0	18	0	0	26	0	24	21	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	4	28	0	0	0	0	0	0	0	0	3	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defluviitaleaceae_UCG-011	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	126	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	31	0	80	0	0	0	0	0	0	0	0	0	2	7	14	0	51	10	63	50	18	0	0	12	61	0	0	0	8	0	0	0	0	0	0	0	8	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	35	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	47	25	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dellaglioa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1559	72	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio	169	0	0	0	0	0	0	0	2	8	34	0	0	0	0	0	0	0	0	0	35	0	0	142	0	0	0	0	25	0	0	0	0	0	0	0	19	0	0	0	35	0	0	0	0	0	0	0	0	583	0	0	277	0	0	0	24	0	27	10	0	0	467	3371	64	26	10	18	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	526	105	74	2	0	0	0	0	0	0	0	0	0	29	0	0	0	801	0	0	0	0	0	153	0	0	0	322	0	0	63	0	72	38	0	0	0	0	0	0	0	22	0	0	0	0	0	0	2	0	0	0	3	0	0	0	124	7	8	0	0	0	51	0	0	9	12	553	187	0	0	0	0	0	0	0	0	0	0	0	0	0	83	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	310	0	0	0	0	1155	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	51	0	0	0	0	0	0	0	0	0	0	0	0	151	171	0	0	0
Dialister	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	102	0	0	0	0	0	3	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	54	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	2877	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	178	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	182	70	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0
Dielma	0	0	0	0	0	0	593	0	0	21	36	550	0	8	0	0	1177	0	0	0	0	0	0	20	0	0	0	0	0	0	346	461	18	0	0	0	329	0	0	0	0	0	0	0	70	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	304	339	16	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	384	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	307	26	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	23	0	0	0	0	0	0	24	0	0	0	0	105	0	0	0	0	0	0	0	0	483	356	162	1443	1301	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0
Dolosigranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea	236	0	0	364	0	0	123	0	33	33	24	91	0	11	0	0	0	0	0	0	1017	0	0	900	0	0	2365	0	143	0	0	0	0	0	0	1150	55	0	660	0	173	0	0	0	34	0	0	0	0	188	0	0	236	0	0	10	0	0	0	0	0	0	0	0	201	0	661	22	1415	256	15	0	0	0	0	0	0	0	0	0	0	17	0	121	0	512	16	184	375	0	0	0	45	886	6	0	0	0	0	0	858	128	288	0	0	0	0	0	48	0	0	0	0	82	0	0	0	0	0	13	0	0	0	836	0	0	0	1559	0	0	338	0	0	515	25	0	0	0	18	48	0	1419	0	0	100	0	0	0	0	0	0	0	90	0	0	0	602	0	0	0	0	0	44	0	402	207	103	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	64	0	0	0	0	13	0	0	0	0	0	0	0	0	96	112	111	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0
DTU014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTU089	0	0	0	7544	0	0	0	0	0	0	0	8	0	0	0	0	30	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	17	76	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	201	0	0	178	0	135	22	8	0	35	11	0	0	0	0	70	0	6	0	32	0	0	0	3	322	7	1863	1366	1044	2843	1107	3168	0	1791	0	0	0	0	6	108	0	6	0	4	0	0	0	0	0	0	0	0	107	64	0	0	434	0	0	0	0	0	0	0	0	0	0	0	23	0	48	0	0	0	66	0	0	0	0	3	0	0	87	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	6	0	0	0	0	0	0	0	0	0	0	0	224	14	2	289	0
Eggerthella	0	12	1021	61	19	0	162	0	0	12	10	0	0	0	0	0	0	4	0	0	0	0	0	27	79	0	0	0	15	0	1031	924	0	562	0	784	50	0	779	0	0	4	5	0	100	0	0	0	0	22	0	0	48	0	0	0	7	0	21	10	0	0	0	0	131	363	0	11	605	903	65	0	0	0	37	0	3	0	12	0	389	0	832	0	72	299	31	1215	33	32	15	19	452	0	0	0	0	0	0	0	3	69	77	0	0	0	0	0	209	0	0	0	0	1010	0	0	0	6	0	0	0	0	0	77	0	0	0	588	0	0	0	687	0	0	2051	1504	512	4	0	0	0	0	0	0	2	7	3	79	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	489	0	0	81	121	2	44	828	0	0	0	0	0	0	0	0	0	473	522	488	273	83	29	0	0	535	19	0	32	6449	31	0	0	0	0	0	0	0	0	7	0	0	0	4024	134	387	0	0	0	7	0	46	15	4	0	2	0	0	0	78	63	126	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	18	718	0	4	11
Eggerthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella	0	0	28	0	0	0	21	0	249	12	12	29	0	4	0	30	5351	611	4	0	0	0	0	0	0	0	40	48	9	0	1027	770	134	0	0	275	0	0	36	0	0	0	0	0	0	0	0	0	0	2190	0	0	3446	17	1560	296	0	0	0	0	39	0	0	0	78	193	0	1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	181	2	0	0	43	124	75	13	0	0	0	0	0	0	0	0	0	4241	11295	0	0	0	0	0	7	0	0	0	0	0	0	0	0	139	0	0	0	0	310	5	0	0	0	121	12	50	0	77	0	29	102	7	12	43	187	328	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	261	2037	0	0	839	5	0	0	0	0	0	5832	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	142	68	0	88	36	4	5	3	0	0	0	0	195	1146	57	0	0	0
