"taxon","diff_SexoHombre","diff_SexoMujer","p_SexoHombre","p_SexoMujer","q_SexoHombre","q_SexoMujer","lfc_SexoHombre","lfc_SexoMujer"
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae|Family_XIII_AD3011_group",FALSE,FALSE,0.0565817560401189,0.068348172516827,0.139986018120904,0.156122778102102,-0.755765166503639,-0.778719959779169
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Family_XI|Anaerococcus",FALSE,TRUE,0.0177062029284768,0.00013198888592562,0.0679662592110879,0.00114665344647882,0.988661747870453,1.87620228055412
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Family_XI|Finegoldia",FALSE,TRUE,0.089743883890018,0.000279165108202764,0.186575873623444,0.00228258529648143,0.689687685003888,1.69999712057708
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Family_XI|Parvimonas",TRUE,FALSE,0.00540962161632621,0.0236091489996125,0.0259288760230808,0.0669728920601253,1.1163781697461,0.991543441797652
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae",FALSE,FALSE,0.16257505914313,0.245679432451662,0.289717092575577,0.437813347574116,0.612341088927998,-0.531460951284715
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Intestinibacter",TRUE,FALSE,0.000195831452340672,0.284037650978638,0.00151225399307519,0.481478457146715,-1.68251742373114,-0.467345811719054
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Peptostreptococcus",FALSE,TRUE,1,0.000473948745259783,1,0.00340157427901352,0,1.66818068747746
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia",FALSE,TRUE,0.120115240694342,0.00558284382308723,0.231889145229354,0.0214833537911868,-0.648142703193234,-1.27568981943791
"Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Terrisporobacter",FALSE,FALSE,0.0319461296472674,0.468555946870565,0.0944789791695781,0.638522319754986,-0.985287344147008,-0.338389482503926
"Bacteria|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae|Phascolarctobacterium",TRUE,TRUE,5.97043157507941e-05,0.00113269345474794,0.000638376914566183,0.00583127371148013,-1.87931890219053,-1.55284067446355
"Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales",TRUE,FALSE,0.00141484891798065,0.0836407401050629,0.00855060867823087,0.18751714313877,1.49291503506959,0.789896233637094
"Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Mitochondria|Mitochondria",FALSE,FALSE,0.457844475922351,0.912140348880466,0.616197740107391,0.939166729588035,0.303476936794196,0.0480371504465734
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Oxalobacteraceae|Oxalobacter",FALSE,FALSE,0.0513446630490339,0.11946155652113,0.134658644600297,0.244193475829957,0.793981432988032,0.666351050363974
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella",TRUE,TRUE,1.37317479173824e-05,1.26977045871936e-16,0.000190871296051615,1.76498093761991e-14,1.89588849327699,5.5271602272532
"Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae|Sutterella",FALSE,FALSE,0.622557850429875,0.302672035313334,0.772638760801363,0.486465029853681,-0.234261324315485,-0.528187326837307
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales",FALSE,FALSE,0.0636461449792112,0.952934858201061,0.147446902535173,0.973955480073143,0.757471143814589,0.0249483286161862
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae",FALSE,FALSE,0.202290625063854,0.157180572632641,0.334742820046139,0.299289035560783,0.722267655084865,0.839095715093914
"Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia-Shigella",TRUE,FALSE,0.00712637261543525,0.131694952552564,0.0319537352756613,0.261508548640092,1.11607979957354,0.660586809195846
"Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas",FALSE,FALSE,1,0.311477609043004,1,0.486465029853681,0,0.435159963985031
"Bacteria|Verrucomicrobiota|Lentisphaeria|Victivallales|Victivallaceae|Victivallis",FALSE,FALSE,0.771286473840219,0.842922902299781,0.864587256966052,0.887623359239921,-0.120706028004603,-0.087437725516662
"Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia",FALSE,FALSE,0.0239897865539091,0.0246383499498812,0.0793947697855564,0.0671515812359508,1.06392260933884,1.1032518578754
"Eukaryota",FALSE,FALSE,0.387324730072004,0.547783502465421,0.552495141213428,0.703578312391172,0.340871422443328,0.250651364595169
