Smooth	edf	Ref.df	F	p.value
s(Tiempo)	1.0003485645084615	1.000695536308363	14.28660534517172	1.7410124774880353e-4
s(NHC)	0.5656556057348688	1	1.302309734300819	0.12975990188545716
